,arousal,valence,Q
145,3.0,-3.0,4
146,3.0000000000000004,-3.0000000000000004,4
147,3.0,-3.0,4
148,3.0,-3.0,4
149,3.0000000000000004,-3.0000000000000004,4
150,3.0,-3.0,4
151,2.8000000000000003,-3.0000000000000004,4
152,2.5999999999999996,-3.0,4
153,2.4000000000000004,-3.0,4
154,2.2,-3.0000000000000004,4
155,2.0,-3.0,4
156,2.0,-3.0000000000000004,4
157,2.0,-3.0,4
158,2.0,-3.0,4
159,2.0,-3.0000000000000004,4
160,2.0,-3.0,4
161,2.0,-3.0000000000000004,4
162,2.0,-3.0,4
163,2.0,-3.0,4
164,2.0,-3.0000000000000004,4
165,2.0,-3.0,4
166,2.0,-3.0000000000000004,4
167,2.0,-3.0,4
168,2.0,-3.0,4
169,2.0,-3.0000000000000004,4
170,2.0,-3.0,4
171,2.0,-3.0000000000000004,4
172,2.0,-3.0,4
173,2.0,-3.0,4
174,2.0,-3.0000000000000004,4
175,2.0,-3.0,4
176,2.2,-3.0000000000000004,4
177,2.4000000000000004,-3.0,4
178,2.5999999999999996,-3.0,4
179,2.8000000000000003,-3.0000000000000004,4
180,3.0,-3.0,4
181,3.0000000000000004,-3.0000000000000004,4
182,3.0,-3.0,4
183,3.0,-3.0,4
184,3.0000000000000004,-3.0000000000000004,4
185,3.0,-3.0,4
186,3.0000000000000004,-3.0000000000000004,4
187,3.0,-3.0,4
188,3.0,-3.0,4
189,3.0000000000000004,-3.0000000000000004,4
190,3.0,-3.0,4
191,3.2,-3.0000000000000004,4
192,3.4,-3.0,4
193,3.6,-3.0,4
194,3.8000000000000003,-3.0000000000000004,4
195,4.0,-3.0,4
196,3.8000000000000003,-3.0000000000000004,4
197,3.6,-3.0,4
198,3.4,-3.0,4
199,3.2,-3.0000000000000004,4
200,3.0,-3.0,4
201,3.0000000000000004,-3.0000000000000004,4
202,3.0,-3.0,4
203,3.0,-3.0,4
204,3.0000000000000004,-3.0000000000000004,4
205,3.0,-3.0,4
206,3.0000000000000004,-3.0000000000000004,4
207,3.0,-3.0,4
208,3.0,-3.0,4
209,3.0000000000000004,-3.0000000000000004,4
210,3.0,-3.0,4
211,3.0000000000000004,-3.0000000000000004,4
212,3.0,-3.0,4
213,3.0,-3.0,4
214,3.0000000000000004,-3.0000000000000004,4
215,3.0,-3.0,4
216,3.0000000000000004,-3.0000000000000004,4
217,3.0,-3.0,4
218,3.0,-3.0,4
219,3.0000000000000004,-3.0000000000000004,4
220,3.0,-3.0,4
221,3.0000000000000004,-3.0000000000000004,4
222,3.0,-3.0,4
223,3.0,-3.0,4
224,3.0000000000000004,-3.0000000000000004,4
225,3.0,-3.0,4
226,3.0000000000000004,-3.0000000000000004,4
227,3.0,-3.0,4
228,3.0,-3.0,4
229,3.0000000000000004,-3.0000000000000004,4
230,3.0,-3.0,4
231,3.0000000000000004,-3.0000000000000004,4
232,3.0,-3.0,4
233,3.0,-3.0,4
234,3.0000000000000004,-3.0000000000000004,4
235,3.0,-3.0,4
236,2.6000000000000005,-2.8000000000000003,4
237,2.1999999999999997,-2.5999999999999996,4
238,1.8000000000000003,-2.4000000000000004,4
239,1.4000000000000001,-2.2,4
240,1.0,-2.0,4
241,1.0,-2.0,4
242,1.0,-2.0,4
243,1.0,-2.0,4
244,1.0,-2.0,4
245,1.0,-2.0,4
246,1.0,-2.0,4
247,1.0,-2.0,4
248,1.0,-2.0,4
249,1.0,-2.0,4
250,1.0,-2.0,4
251,1.0,-2.0,4
252,1.0,-2.0,4
253,1.0,-2.0,4
254,1.0,-2.0,4
255,1.0,-2.0,4
256,1.0,-2.0,4
257,1.0,-2.0,4
258,1.0,-2.0,4
259,1.0,-2.0,4
260,1.0,-2.0,4
261,1.0,-2.0,4
262,1.0,-2.0,4
263,1.0,-2.0,4
264,1.0,-2.0,4
265,1.0,-2.0,4
266,1.0,-2.0,4
267,1.0,-2.0,4
268,1.0,-2.0,4
