,arousal,valence,Q
95,-4.0,1.0,2
96,-4.0,1.0,2
97,-4.0,1.0,2
98,-4.0,1.0,2
99,-4.0,1.0,2
100,-4.0,1.0,2
101,-4.0,1.0,2
102,-4.0,1.0,2
103,-4.0,1.0,2
104,-4.0,1.0,2
105,-4.0,1.0,2
106,-4.0,1.0,2
107,-4.0,1.0,2
108,-4.0,1.0,2
109,-4.0,1.0,2
110,-4.0,1.0,2
111,-4.0,1.0,2
112,-4.0,1.0,2
113,-4.0,1.0,2
114,-4.0,1.0,2
115,-4.0,1.0,2
116,-4.0,1.0,2
117,-4.0,1.0,2
118,-4.0,1.0,2
119,-4.0,1.0,2
120,-4.0,1.0,2
121,-4.0,1.0,2
122,-4.0,1.0,2
123,-4.0,1.0,2
124,-4.0,1.0,2
125,-4.0,1.0,2
126,-4.0,1.0,2
127,-4.0,1.0,2
128,-4.0,1.0,2
129,-4.0,1.0,2
130,-4.0,1.0,2
131,-4.0,1.0,2
132,-4.0,1.0,2
133,-4.0,1.0,2
134,-4.0,1.0,2
135,-4.0,1.0,2
136,-4.0,1.0,2
137,-4.0,1.0,2
138,-4.0,1.0,2
139,-4.0,1.0,2
140,-4.0,1.0,2
141,-4.0,1.0,2
142,-4.0,1.0,2
143,-4.0,1.0,2
144,-4.0,1.0,2
145,-4.0,1.0,2
146,-4.0,1.0,2
147,-4.0,1.0,2
148,-4.0,1.0,2
149,-4.0,1.0,2
150,-4.0,1.0,2
151,-4.0,1.0,2
152,-4.0,1.0,2
153,-4.0,1.0,2
154,-4.0,1.0,2
155,-4.0,1.0,2
156,-4.0,1.0,2
157,-4.0,1.0,2
158,-4.0,1.0,2
159,-4.0,1.0,2
160,-4.0,1.0,2
161,-4.0,1.0,2
162,-4.0,1.0,2
163,-4.0,1.0,2
164,-4.0,1.0,2
165,-4.0,1.0,2
166,-4.0,1.0,2
167,-4.0,1.0,2
168,-4.0,1.0,2
169,-4.0,1.0,2
170,-4.0,1.0,2
171,-4.0,1.0,2
172,-4.0,1.0,2
173,-4.0,1.0,2
174,-4.0,1.0,2
175,-4.0,1.0,2
176,-4.0,1.0,2
177,-4.0,1.0,2
178,-4.0,1.0,2
179,-4.0,1.0,2
180,-4.0,1.0,2
181,-4.0,1.0,2
182,-4.0,1.0,2
183,-4.0,1.0,2
184,-4.0,1.0,2
185,-4.0,1.0,2
186,-4.0,1.0,2
187,-4.0,1.0,2
188,-4.0,1.0,2
189,-4.0,1.0,2
190,-4.0,1.0,2
191,-4.0,1.0,2
192,-4.0,1.0,2
193,-4.0,1.0,2
194,-4.0,1.0,2
195,-4.0,1.0,2
196,-4.0,1.0,2
197,-4.0,1.0,2
198,-4.0,1.0,2
199,-4.0,1.0,2
200,-4.0,1.0,2
201,-4.0,1.0,2
202,-4.0,1.0,2
203,-4.0,1.0,2
204,-4.0,1.0,2
205,-4.0,1.0,2
206,-4.0,1.0,2
207,-4.0,1.0,2
208,-4.0,1.0,2
209,-4.0,1.0,2
210,-4.0,1.0,2
211,-4.0,1.0,2
212,-4.0,1.0,2
213,-4.0,1.0,2
214,-4.0,1.0,2
215,-4.0,1.0,2
216,-4.0,1.0,2
217,-4.0,1.0,2
218,-4.0,1.0,2
219,-4.0,1.0,2
220,-4.0,1.0,2
221,-4.0,1.0,2
222,-4.0,1.0,2
223,-4.0,1.0,2
224,-4.0,1.0,2
225,-4.0,1.0,2
226,-4.0,1.0,2
227,-4.0,1.0,2
228,-4.0,1.0,2
229,-4.0,1.0,2
230,-4.0,1.0,2
231,-4.0,1.0,2
232,-4.0,1.0,2
