,arousal,valence,Q,scared,jumpscare
110,3.0,-4.0,4,1,0
111,3.0000000000000004,-4.0,4,1,0
112,3.0,-4.0,4,1,0
113,3.0,-4.0,4,1,0
114,3.0000000000000004,-4.0,4,1,0
115,3.0,-4.0,4,1,0
116,3.0000000000000004,-4.0,4,1,0
117,3.0,-4.0,4,1,0
118,3.0,-4.0,4,1,0
119,3.0000000000000004,-4.0,4,1,0
120,3.0,-4.0,4,1,0
121,3.0000000000000004,-4.0,4,1,0
122,3.0,-4.0,4,1,0
123,3.0,-4.0,4,1,0
124,3.0000000000000004,-4.0,4,1,0
125,3.0,-4.0,4,1,0
126,3.0000000000000004,-4.0,4,1,0
127,3.0,-4.0,4,1,0
128,3.0,-4.0,4,1,0
129,3.0000000000000004,-4.0,4,1,0
130,3.0,-4.0,4,1,0
131,3.0000000000000004,-4.0,4,1,0
132,3.0,-4.0,4,1,0
133,3.0,-4.0,4,1,0
134,3.0000000000000004,-4.0,4,1,0
135,3.0,-4.0,4,1,0
136,3.0000000000000004,-4.0,4,1,0
137,3.0,-4.0,4,1,0
138,3.0,-4.0,4,1,0
139,3.0000000000000004,-4.0,4,1,0
140,3.0,-4.0,4,1,0
141,3.0000000000000004,-4.0,4,1,0
142,3.0,-4.0,4,1,0
143,3.0,-4.0,4,1,0
144,3.0000000000000004,-4.0,4,1,0
145,3.0,-4.0,4,1,0
146,3.0000000000000004,-4.0,4,1,0
147,3.0,-4.0,4,1,0
148,3.0,-4.0,4,1,0
149,3.0000000000000004,-4.0,4,1,0
150,3.0,-4.0,4,1,0
151,2.8000000000000003,-3.8000000000000003,4,1,0
152,2.5999999999999996,-3.6,4,1,0
153,2.4000000000000004,-3.4,4,1,0
154,2.2,-3.2,4,1,0
155,2.0,-3.0,4,1,0
156,2.0,-3.0000000000000004,4,1,0
157,2.0,-3.0,4,1,0
158,2.0,-3.0,4,1,0
159,2.0,-3.0000000000000004,4,1,0
160,2.0,-3.0,4,1,0
161,2.0,-3.0000000000000004,4,1,0
162,2.0,-3.0,4,1,0
163,2.0,-3.0,4,1,0
164,2.0,-3.0000000000000004,4,1,0
165,2.0,-3.0,4,1,0
166,2.0,-3.0000000000000004,4,1,0
167,2.0,-3.0,4,1,0
168,2.0,-3.0,4,1,0
169,2.0,-3.0000000000000004,4,1,0
170,2.0,-3.0,4,1,0
171,2.0,-3.0000000000000004,4,1,0
172,2.0,-3.0,4,1,0
173,2.0,-3.0,4,1,0
174,2.0,-3.0000000000000004,4,1,0
175,2.0,-3.0,4,1,0
176,2.0,-3.0000000000000004,4,1,0
177,2.0,-3.0,4,1,0
178,2.0,-3.0,4,1,0
179,2.0,-3.0000000000000004,4,1,0
180,2.0,-3.0,4,1,0
181,1.8,-2.6000000000000005,4,1,0
182,1.6,-2.1999999999999997,4,1,0
183,1.4,-1.8000000000000003,4,1,0
184,1.2000000000000002,-1.4000000000000001,4,1,0
185,1.0,-1.0,4,1,0
186,1.0,-1.0,4,1,0
187,1.0,-1.0,4,1,0
188,1.0,-1.0,4,1,0
189,1.0,-1.0,4,1,0
190,1.0,-1.0,4,1,0
191,1.2000000000000002,-1.4000000000000001,4,1,0
192,1.4,-1.8000000000000003,4,1,0
193,1.6,-2.1999999999999997,4,1,0
194,1.8,-2.6000000000000005,4,1,0
195,2.0,-3.0,4,1,0
196,2.0,-3.0000000000000004,4,1,0
197,2.0,-3.0,4,1,0
198,2.0,-3.0,4,1,0
199,2.0,-3.0000000000000004,4,1,0
200,2.0,-3.0,4,1,0
201,2.0,-3.0000000000000004,4,1,0
202,2.0,-3.0,4,1,0
203,2.0,-3.0,4,1,0
204,2.0,-3.0000000000000004,4,1,0
205,2.0,-3.0,4,1,0
206,2.0,-3.0000000000000004,4,1,0
207,2.0,-3.0,4,1,0
208,2.0,-3.0,4,1,0
209,2.0,-3.0000000000000004,4,1,0
210,2.0,-3.0,4,1,0
211,1.0,-2.4000000000000004,4,1,0
212,-2.220446049250313e-16,-1.7999999999999998,3,0,0
213,-0.9999999999999998,-1.2000000000000002,3,0,0
214,-2.0000000000000004,-0.6000000000000001,3,0,0
215,-3.0,0.0,0,0,0
216,-3.0000000000000004,0.0,0,0,0
217,-3.0,0.0,0,0,0
218,-3.0,0.0,0,0,0
219,-3.0000000000000004,0.0,0,0,0
220,-3.0,0.0,0,0,0
221,-2.2,-0.6000000000000001,3,0,0
222,-1.4,-1.2000000000000002,3,0,0
223,-0.6000000000000002,-1.7999999999999998,3,0,0
224,0.19999999999999996,-2.4000000000000004,4,1,0
225,1.0,-3.0,4,1,0
226,1.0,-3.0000000000000004,4,1,0
227,1.0,-3.0,4,1,0
228,1.0,-3.0,4,1,0
229,1.0,-3.0000000000000004,4,1,0
230,1.0,-3.0,4,1,0
231,1.0,-3.0000000000000004,4,1,0
232,1.0,-3.0,4,1,0
233,1.0,-3.0,4,1,0
234,1.0,-3.0000000000000004,4,1,0
235,1.0,-3.0,4,1,0
236,1.0,-3.0000000000000004,4,1,0
237,1.0,-3.0,4,1,0
238,1.0,-3.0,4,1,0
239,1.0,-3.0000000000000004,4,1,0
240,1.0,-3.0,4,1,0
241,1.0,-3.0000000000000004,4,1,0
242,1.0,-3.0,4,1,0
243,1.0,-3.0,4,1,0
244,1.0,-3.0000000000000004,4,1,0
245,1.0,-3.0,4,1,0
246,1.0,-3.0000000000000004,4,1,0
247,1.0,-3.0,4,1,0
248,1.0,-3.0,4,1,0
249,1.0,-3.0000000000000004,4,1,0
250,1.0,-3.0,4,1,0
251,1.0,-3.0000000000000004,4,1,0
252,1.0,-3.0,4,1,0
253,1.0,-3.0,4,1,0
254,1.0,-3.0000000000000004,4,1,0
255,1.0,-3.0,4,1,0
256,1.0,-3.0000000000000004,4,1,0
257,1.0,-3.0,4,1,0
258,1.0,-3.0,4,1,0
259,1.0,-3.0000000000000004,4,1,0
260,1.0,-3.0,4,1,0
261,1.0,-3.0000000000000004,4,1,0
262,1.0,-3.0,4,1,0
263,1.0,-3.0,4,1,0
264,1.0,-3.0000000000000004,4,1,0
265,1.0,-3.0,4,1,0
266,0.19999999999999996,-2.4000000000000004,4,1,0
267,-0.6000000000000002,-1.7999999999999998,3,0,0
268,-1.4,-1.2000000000000002,3,0,0
269,-2.2,-0.6000000000000001,3,0,0
270,-3.0,0.0,0,0,0
271,-3.0000000000000004,0.0,0,0,0
272,-3.0,0.0,0,0,0
273,-3.0,0.0,0,0,0
274,-3.0000000000000004,0.0,0,0,0
275,-3.0,0.0,0,0,0
276,-2.6000000000000005,-0.4,3,0,0
277,-2.1999999999999997,-0.8,3,0,0
278,-1.8000000000000003,-1.2,3,0,0
279,-1.4000000000000001,-1.6,3,0,0
280,-1.0,-2.0,3,0,0
